genre,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32
pop,-75.35941314697266,83.3507080078125,10.695161819458008,14.46049976348877,14.239104270935059,7.397377967834473,5.280898571014404,-0.39323198795318604,5.721079349517822,3.3658254146575928,-2.5226783752441406,-4.216174602508545,-1.8445050716400146,0.3002365529537201,0.37925782799720764,0.47032177448272705,0.32553139328956604,0.3427848517894745,0.3140670955181122,0.4426754415035248,0.40122750401496887,0.3395589590072632,0.41995519399642944,0.37288936972618103,0.4228367507457733,22.257477745810696,15.955906319074455,18.06029938103098,18.04935103235328,18.72027369524662,17.201134480400686,15.138923545184584,83.35433467741936
pop,-68.98023986816406,73.76139831542969,-12.468052864074707,9.550568580627441,-0.04061080142855644,12.724536895751953,3.163581132888794,-0.07432033121585846,2.532921552658081,2.8792171478271484,-1.6728500127792358,-3.0156919956207275,1.6231787204742432,0.5449846982955933,0.3509768545627594,0.3880206048488617,0.3377131521701813,0.39121904969215393,0.43018433451652527,0.44792020320892334,0.5320004224777222,0.4041782021522522,0.4189034402370453,0.35393577814102173,0.47639572620391846,18.068244628045893,15.147921246365371,17.45593380793209,17.17473676795108,18.044150244581502,16.158495678689352,15.840534194666699,99.38401442307692
pop,-113.16300201416016,41.597984313964844,21.517518997192383,11.09809398651123,17.437097549438477,0.6096569895744324,3.029893159866333,0.08525051176548004,3.4522666931152344,0.2873940169811249,0.6187022924423218,1.261582374572754,2.8980767726898193,0.4436199963092804,0.4933566451072693,0.373925119638443,0.4782639443874359,0.47690266370773315,0.34442591667175293,0.38998153805732727,0.40335386991500854,0.4914371371269226,0.38334891200065613,0.39093783497810364,0.4516783654689789,18.65761741349112,15.536690252120753,18.645362051414747,17.341269828987894,17.7528631598983,16.97950166568722,15.764407064162812,95.703125
pop,-73.37297821044922,97.49156951904297,16.854249954223633,-0.5943869948387146,7.181828498840332,4.867855072021484,0.7571250200271606,-5.548039436340332,0.9984066486358643,4.928650379180908,-5.832594871520996,-4.9275803565979,-0.031149690970778465,0.46360689401626587,0.2873750329017639,0.3163801431655884,0.24584925174713135,0.3232416808605194,0.2670743465423584,0.2503436803817749,0.5415581464767456,0.39110633730888367,0.3471084535121918,0.24416345357894897,0.3417322635650635,23.05419348222171,16.148042456468126,20.404100961892855,20.438198591531567,20.543939809538927,17.858626277131354,15.555748875963232,151.99908088235293
pop,-18.168489456176758,72.28312683105469,-4.891368389129639,-0.37640276551246643,1.6872771978378296,-0.9244457483291626,-1.32867431640625,-0.3421871066093445,0.6516296863555908,-0.1865062564611435,-1.224008321762085,-1.051329255104065,2.5230042934417725,0.40072375535964966,0.5337437391281128,0.2912386953830719,0.37242409586906433,0.2601059377193451,0.3724285364151001,0.25671669840812683,0.2897093594074249,0.4684751629829407,0.3215637505054474,0.4411225914955139,0.2833118736743927,17.128993701014466,15.240058004091189,18.90024370628479,18.534917413908612,18.59857313391601,16.449350903165016,15.306145634179991,95.703125
pop,-40.90408706665039,61.540000915527344,9.868571281433105,10.098780632019043,8.45436954498291,5.371933460235596,8.382930755615234,3.518721342086792,8.250459671020508,5.878693103790283,-0.09783145040273666,-0.5606231689453125,0.5559625029563904,0.3589239716529846,0.4472222328186035,0.3490356206893921,0.3947083353996277,0.46250808238983154,0.37377166748046875,0.4397767186164856,0.42213869094848633,0.512731671333313,0.44014057517051697,0.33427929878234863,0.3980456590652466,23.540845701705045,14.645395200157958,19.146656355837028,18.610427343338742,18.27655279112527,16.59347908730818,15.365955043762085,117.45383522727273
pop,-48.960479736328125,62.627906799316406,34.22712326049805,12.32216739654541,16.56319808959961,8.615025520324707,8.765819549560547,5.259592056274414,6.799548625946045,9.06004810333252,-4.081069469451904,-0.7451284527778625,-0.38003915548324585,0.474438339471817,0.38627272844314575,0.3673582077026367,0.485781729221344,0.39259928464889526,0.36721479892730713,0.3067304193973541,0.42945024371147156,0.5332220792770386,0.38102203607559204,0.4173721969127655,0.37864044308662415,22.282596102079104,15.40884231532111,19.580195368113667,19.40673205163242,18.547870113222864,15.990152127840828,14.831899563216918,123.046875
pop,-25.120616912841797,70.80852508544922,2.9293947219848633,7.533096790313721,1.4523046016693115,2.8564467430114746,1.9144237041473389,-6.821269512176514,0.2993655800819397,-1.9430240392684937,-6.645998001098633,-0.24678151309490204,-0.7579963803291321,0.48676198720932007,0.3867388367652893,0.4956474006175995,0.49854418635368347,0.3175033628940582,0.2853390574455261,0.2972627282142639,0.4751253128051758,0.2972034215927124,0.2459743171930313,0.36745911836624146,0.36559367179870605,20.29324484411627,15.376010243261057,18.328971882939452,18.34540675415185,18.79836363791656,17.337539452659776,15.49440597125204,92.28515625
pop,-106.82719421386719,81.0334243774414,47.80903244018555,13.651415824890137,13.011486053466797,6.878089904785156,7.586581707000732,-2.6358702182769775,-2.506444215774536,1.871442437171936,-5.137115478515625,-2.747907876968384,-3.665783643722534,0.334654837846756,0.3204967975616455,0.4364912807941437,0.31975841522216797,0.3421018719673157,0.25358930230140686,0.33604899048805237,0.44738221168518066,0.30038702487945557,0.31511640548706055,0.2693767547607422,0.2880508303642273,23.734989815977592,18.811218817129166,21.15540932787897,19.425882541792564,18.620501888100517,17.503728393345042,15.824221438496053,151.99908088235293
pop,-18.84539031982422,71.3256607055664,-3.7668960094451904,-1.4087265729904175,0.7054630517959595,-1.0589548349380493,-1.0548251867294312,-0.24742084741592407,0.6257230639457703,0.42704325914382935,-1.5037422180175781,-1.0761549472808838,2.4198708534240723,0.4127972424030304,0.5374292135238647,0.3010022044181824,0.37948840856552124,0.2696352005004883,0.380168080329895,0.2649039328098297,0.3030256927013397,0.47359707951545715,0.3320729434490204,0.4454750716686249,0.2937101721763611,17.23386190385255,14.865518132610863,18.241216639267055,18.56331994607732,19.586907503664804,17.00706434135334,15.156098914568132,95.703125
